"","TrueNeg","FalseNeg","FalsePos","TruePos","Cutoff","sensitivity","specificity","FalsePosRate","PctCorrect"
"40",143,10,25,70,0.375030962791285,0.875,0.851190476190476,0.148809523809524,0.858870967741935
"60",142,10,26,70,0.345590947862516,0.875,0.845238095238095,0.154761904761905,0.854838709677419
"43",141,10,27,70,0.328856219956828,0.875,0.839285714285714,0.160714285714286,0.850806451612903
"113",140,10,28,70,0.311700832153721,0.875,0.833333333333333,0.166666666666667,0.846774193548387
"292",140,9,28,71,0.304352675636854,0.8875,0.833333333333333,0.166666666666667,0.850806451612903
"106",139,9,29,71,0.303159104755318,0.8875,0.827380952380952,0.172619047619048,0.846774193548387
"298",139,8,29,72,0.298941223751743,0.9,0.827380952380952,0.172619047619048,0.850806451612903
"48",138,8,30,72,0.298694396949185,0.9,0.821428571428571,0.178571428571429,0.846774193548387
"57",137,8,31,72,0.291558807163101,0.9,0.81547619047619,0.18452380952381,0.842741935483871
"51",136,8,32,72,0.277436881029273,0.9,0.80952380952381,0.19047619047619,0.838709677419355
"39",135,8,33,72,0.269006383443542,0.9,0.803571428571429,0.196428571428571,0.834677419354839
"26",134,8,34,72,0.240461112430519,0.9,0.797619047619048,0.202380952380952,0.830645161290323
"221",134,7,34,73,0.236909325888982,0.9125,0.797619047619048,0.202380952380952,0.834677419354839
"119",133,7,35,73,0.230547037396708,0.9125,0.791666666666667,0.208333333333333,0.830645161290323
"2",132,7,36,73,0.230343104937476,0.9125,0.785714285714286,0.214285714285714,0.826612903225806
"15",131,7,37,73,0.221018989399369,0.9125,0.779761904761905,0.220238095238095,0.82258064516129
"5",130,7,38,73,0.218307623811003,0.9125,0.773809523809524,0.226190476190476,0.818548387096774
"41",129,7,39,73,0.208885555383249,0.9125,0.767857142857143,0.232142857142857,0.814516129032258
"35",128,7,40,73,0.204234206084777,0.9125,0.761904761904762,0.238095238095238,0.810483870967742
"9",127,7,41,73,0.202945951511916,0.9125,0.755952380952381,0.244047619047619,0.806451612903226
"220",127,6,41,74,0.198964394368029,0.925,0.755952380952381,0.244047619047619,0.810483870967742
"272",127,5,41,75,0.195284918244904,0.9375,0.755952380952381,0.244047619047619,0.814516129032258
"211",127,4,41,76,0.193206997053082,0.95,0.755952380952381,0.244047619047619,0.818548387096774
"256",127,3,41,77,0.186159095794252,0.9625,0.755952380952381,0.244047619047619,0.82258064516129
"36",126,3,42,77,0.182515030802527,0.9625,0.75,0.25,0.818548387096774
"194",125,3,43,77,0.179885690574064,0.9625,0.744047619047619,0.255952380952381,0.814516129032258
"50",124,3,44,77,0.165961241783706,0.9625,0.738095238095238,0.261904761904762,0.810483870967742
"181",123,3,45,77,0.165472978867793,0.9625,0.732142857142857,0.267857142857143,0.806451612903226
"13",122,3,46,77,0.160916340486673,0.9625,0.726190476190476,0.273809523809524,0.80241935483871
"33",121,3,47,77,0.157654347321611,0.9625,0.720238095238095,0.279761904761905,0.798387096774194
"148",120,3,48,77,0.148515543202636,0.9625,0.714285714285714,0.285714285714286,0.794354838709677
"196",119,3,49,77,0.145993636132073,0.9625,0.708333333333333,0.291666666666667,0.790322580645161
"165",118,3,50,77,0.131204106582105,0.9625,0.702380952380952,0.297619047619048,0.786290322580645
"195",117,3,51,77,0.129638126760421,0.9625,0.696428571428571,0.303571428571429,0.782258064516129
"270",117,2,51,78,0.123771037473778,0.975,0.696428571428571,0.303571428571429,0.786290322580645
"171",116,2,52,78,0.117710833109747,0.975,0.69047619047619,0.30952380952381,0.782258064516129
"53",115,2,53,78,0.114353480206505,0.975,0.68452380952381,0.31547619047619,0.778225806451613
"89",114,2,54,78,0.10979883253922,0.975,0.678571428571429,0.321428571428571,0.774193548387097
"47",113,2,55,78,0.109464524682439,0.975,0.672619047619048,0.327380952380952,0.770161290322581
"245",113,1,55,79,0.108352099130995,0.9875,0.672619047619048,0.327380952380952,0.774193548387097
"12",112,1,56,79,0.104120678853476,0.9875,0.666666666666667,0.333333333333333,0.770161290322581
"199",111,1,57,79,0.103531489569553,0.9875,0.660714285714286,0.339285714285714,0.766129032258065
"14",110,1,58,79,0.102452739914746,0.9875,0.654761904761905,0.345238095238095,0.762096774193548
"185",109,1,59,79,0.0985584207014287,0.9875,0.648809523809524,0.351190476190476,0.758064516129032
"87",108,1,60,79,0.0930361072426831,0.9875,0.642857142857143,0.357142857142857,0.754032258064516
"28",107,1,61,79,0.0860408031409929,0.9875,0.636904761904762,0.363095238095238,0.75
"152",106,1,62,79,0.0820305077453349,0.9875,0.630952380952381,0.369047619047619,0.745967741935484
"200",105,1,63,79,0.0782806724409299,0.9875,0.625,0.375,0.741935483870968
"29",104,1,64,79,0.0718889422889721,0.9875,0.619047619047619,0.380952380952381,0.737903225806452
"188",103,1,65,79,0.0673729636895783,0.9875,0.613095238095238,0.386904761904762,0.733870967741935
"204",102,1,66,79,0.0600979162489019,0.9875,0.607142857142857,0.392857142857143,0.729838709677419
"103",101,1,67,79,0.0589800028915284,0.9875,0.601190476190476,0.398809523809524,0.725806451612903
"104",100,1,68,79,0.0584826656539253,0.9875,0.595238095238095,0.404761904761905,0.721774193548387
"67",99,1,69,79,0.0524797844215775,0.9875,0.589285714285714,0.410714285714286,0.717741935483871
"154",98,1,70,79,0.0439123916592265,0.9875,0.583333333333333,0.416666666666667,0.713709677419355
"4",97,1,71,79,0.0389281066929628,0.9875,0.577380952380952,0.422619047619048,0.709677419354839
"201",96,1,72,79,0.0375765422924684,0.9875,0.571428571428571,0.428571428571429,0.705645161290323
"54",95,1,73,79,0.0368422296407896,0.9875,0.56547619047619,0.43452380952381,0.701612903225806
"23",94,1,74,79,0.036675705983402,0.9875,0.55952380952381,0.44047619047619,0.69758064516129
"170",93,1,75,79,0.0304299031348898,0.9875,0.553571428571429,0.446428571428571,0.693548387096774
"102",92,1,76,79,0.0299527679574612,0.9875,0.547619047619048,0.452380952380952,0.689516129032258
"223",92,0,76,80,0.0279851242788387,1,0.547619047619048,0.452380952380952,0.693548387096774
"101",91,0,77,80,0.0265211091963039,1,0.541666666666667,0.458333333333333,0.689516129032258
"141",90,0,78,80,0.025464895854675,1,0.535714285714286,0.464285714285714,0.685483870967742
"91",89,0,79,80,0.0237677127805476,1,0.529761904761905,0.470238095238095,0.681451612903226
"92",88,0,80,80,0.0236960482295204,1,0.523809523809524,0.476190476190476,0.67741935483871
"52",87,0,81,80,0.0188389195315362,1,0.517857142857143,0.482142857142857,0.673387096774194
"100",86,0,82,80,0.0160007509739594,1,0.511904761904762,0.488095238095238,0.669354838709677
"167",85,0,83,80,0.0145912121835558,1,0.505952380952381,0.494047619047619,0.665322580645161
"79",84,0,84,80,0.0144983866601009,1,0.5,0.5,0.661290322580645
"155",83,0,85,80,0.0127314535930109,1,0.494047619047619,0.505952380952381,0.657258064516129
"88",82,0,86,80,0.0117920232701131,1,0.488095238095238,0.511904761904762,0.653225806451613
